green500_rank,top500_rank,Rmax,total_power,mflops_per_watt,how,Year,name,Total Cores,Computer,Site,Manufacturer,Country,Segment,Accelerator/Co-Processor Cores,Rpeak,Nmax,Nhalf,Architecture,Processor,processor_family,Proc_Frequency,operating_system,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,system_family,Interconnect Family,Interconnect,Region,Continent
247,318,407240,519,784.66,Top500,2012,Triolith,25376,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR",National Supercomputer Centre (NSC),Hewlett-Packard,Sweden,Academic,0,446617.6,2375000,0,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Northern Europe,Europe
248,295,421200,540,780,Top500,2015,,32400,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet",Government,Sugon,China,Government,0,673920,2638000,0,Cluster,Intel Xeon E5-2630v2 6C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
249,185,561200,720,779.44,Top500,2015,,43200,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet",Government,Sugon,China,Government,0,898560,2638000,0,Cluster,Intel Xeon E5-2630v2 6C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
250,210,527152,678.4,777.0518868,Derived,2016,,20352,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Hosting Company (M),Hewlett-Packard,Austria,Industry,0,781517,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
251,391,347400,448,775.45,Top500,2011,Luna,20480,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Los Alamos National Laboratory,Cray Inc.,United States,Research,0,425984,2168320,1084160,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
252,300,418100,540,774.26,Top500,2015,,43200,"Sugon TC6000, Xeon E5-2420v2 6C 2.2GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,760320,3046000,0,Cluster,Intel Xeon E5-2420v2 6C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
253,278,437760,570,768,Derived,2016,,18240,"Lenovo RD450, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,Industry,0,729600,2205504,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
254,405,337600,440,767.27,Top500,2015,,56160,"Sugon TC5000, Opteron 6348 12C 2.8GHz, Gigabit Ethernet",Agricultural Bank of China (ABC) Shandong,Sugon,China,Industry,0,628992,2127000,0,Cluster,Opteron 6348 12C 2.8GHz,AMD x86_64,2800,Linux,Linux,None,12,"Opteron 6300 Series ""Abu Dhabi""",Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
255,373,358226,468,765.4401709,Derived,2015,,12480,"Lenovo x240 M5/nx360 M5, Xeon E5-2650v3 10C 2.3GHz, Infiniband FDR",Peking Univeristy,Lenovo,China,Academic,0,459264,1998336,0,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x240 M5/nx360 M5,Lenovo Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
256,357,365911,485.6,753.5234761,Derived,2016,,14568,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,Ireland,Industry,0,559411,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
257,358,365911,485.6,753.5234761,Derived,2016,,14568,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,Netherlands,Industry,0,559411,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
258,380,355663,472,753.5233051,Derived,2016,,14160,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,543744,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
259,236,485269,644,753.5232919,Derived,2016,,19320,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,741888,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
260,237,485269,644,753.5232919,Derived,2016,,19320,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,741888,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
261,238,485269,644,753.5232919,Derived,2016,,19320,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,741888,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
262,239,485269,644,753.5232919,Derived,2016,,19320,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,741888,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
263,132,753523,1000,753.523,Derived,2016,,30000,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,1152000,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
264,263,461156,612,753.5228758,Derived,2016,,18360,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,705024,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
265,154,663100,880,753.5227273,Derived,2016,,26400,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,1013760,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
266,155,663100,880,753.5227273,Derived,2016,,26400,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,Netherlands,Industry,0,1013760,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
267,171,590159,783.2,753.5227273,Derived,2016,,23496,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,902246,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
268,172,590159,783.2,753.5227273,Derived,2016,,23496,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,902246,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
269,243,477432,633.6,753.5227273,Derived,2016,,19008,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,729907,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
270,244,477432,633.6,753.5227273,Derived,2016,,19008,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,729907,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
271,471,298395,396,753.5227273,Derived,2016,,11880,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,Industry,0,456192,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
272,309,414136,549.6,753.5225619,Derived,2016,,16488,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Hosting Company (M),Hewlett-Packard,Austria,Industry,0,633139,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
273,449,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Hosting Company (M),Hewlett-Packard,Austria,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
274,450,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Hosting Company (M),Hewlett-Packard,Austria,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
275,451,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company,Hewlett-Packard,Finland,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
276,452,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company,Hewlett-Packard,Finland,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
277,453,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,Ireland,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
278,454,307437,408,753.5220588,Derived,2016,,12240,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,Ireland,Industry,0,470016,0,0,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
279,272,450800,600,751.33,Top500,2016,DPCluster,24000,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,Industry,0,921600,2670000,0,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
280,176,579000,780,742.31,Top500,2016,MLSystem,31200,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",IT Service Provider (L),Sugon,China,Industry,0,1198080,3008000,0,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
281,120,795900,1074,741.06,Top500,2011,Sunway Blue Light,137200,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,National Research Center of Parallel Computer Engineering & Technology,China,Research,0,1070160,3375120,0,Cluster,ShenWei processor SW1600 16C 975MHz,Others,975,Linux,Linux,None,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia
282,396,344422,465,740.6924731,Derived,2016,,17360,"Lenovo RD450, Xeon E5-2683v3 14C 2GHz, 10G Ethernet",Internet Company A,Lenovo,China,Industry,0,555520,1992000,0,Cluster,Xeon E5-2683v3 14C 2GHz,Intel Haswell,2000,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
283,331,396700,537,738.73,Top500,2012,,22048,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Norwegian University of Science and Technology,SGI,Norway,Academic,0,458598,2203320,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe
284,416,332000,453.6,731.92,Top500,2011,Chama,19680,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Cray Inc.,United States,Research,0,409344,2086572,1043286,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
285,378,356654,495,720.5131313,Derived,2016,,15840,"Lenovo x3650, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Financial Services Company (S),Lenovo,China,Industry,0,582912,2055168,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
286,362,363951,506.6666667,718.3243421,Derived,2015,EOS,12800,"Cray CS400, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,Cray Inc.,Germany,Research,0,471040,2110848,0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,None,16,Intel Xeon E5 (Haswell),Cray CS400,Cray CS400,Infiniband,Infiniband FDR,Western Europe,Europe
287,467,299300,416.78,718.12,Top500,2011,LOEWE-CSC,44928,"SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870",Universitaet Frankfurt,Clustervision/Supermicro,Germany,Academic,24576,588748.8,2095104,0,Cluster,Opteron 6172 12C 2.1GHz,AMD x86_64,2100,Linux,Linux,ATI HD 5870,12,"Opteron 6100-series ""Magny-Cours"" ",SuperServer 2022TG-GIBQRF,Supermicro SuperServer,Infiniband,Infiniband QDR,Western Europe,Europe
288,436,318000,446.4,712.37,Top500,2010,Blackthorn,17856,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",AWE,"Bull, Atos Group",United Kingdom,Research,0,371404.8,2668480,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe
289,412,334900,480,697.71,Top500,2013,,38400,"Sugon TC5000, Xeon E5-2620 6C 2GHz, Gigabit Ethernet",Internet Company B,Sugon,China,Industry,0,614400,2799000,0,Cluster,Xeon E5-2620 6C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
290,215,525700,756,695.37,Top500,2015,,50400,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,846720,2849000,0,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
291,230,493991,712.5,693.3207018,Derived,2016,,22800,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,Industry,0,839040,2465856,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
292,393,346070,500,692.14,Top500,2012,airain,18144,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA)/CCRT,"Bull, Atos Group",France,Research,0,391910.4,1560384,0,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
293,290,423725,620.8,682.5467139,Derived,2016,,18624,"Cluster Platform HP DL360 Gen9, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Hewlett-Packard,China,Industry,0,685363,0,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
294,105,951743,1394.4,682.546615,Derived,2016,,41832,"Cluster Platform HP DL360 Gen9, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Hewlett-Packard,China,Industry,0,1539418,0,0,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
295,267,456500,670,681.34,Top500,2015,,43200,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,725760,2638000,0,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
296,266,456500,670,681.34,Top500,2015,,43200,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,725760,2638000,0,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
297,228,497300,730,681.23,Top500,2015,,47040,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,790272,2753000,0,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
298,392,346636,513,675.7037037,Derived,2016,,13680,"Lenovo x3650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Financial Services Company (G),Lenovo,China,Industry,0,569088,2092224,0,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
299,225,505100,750,673.47,Top500,2015,Bluecrab,19872,"Dell PowerEdge R730, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR14, NVIDIA Tesla K80",Maryland Advanced Research Computing Center,Dell,United States,Academic,2496,874560,1466880,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),Dell PowerEdge R730,Dell PowerEdge Cluster,Infiniband,Infiniband FDR14,North America,Americas
300,166,602983,896,672.9720982,Derived,2016,Caliburn,20160,"FatTwin SuperServer, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Rutgers Discovery Informatics Institute,Supermicro,United States,Academic,0,677376,3670080,1834944,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,18,Intel Xeon E5 (Broadwell),FatTwin SuperServer,Supermicro SuperServer,Infiniband,Intel Omni-Path,North America,Americas
301,125,771700,1155.07,668.1,Top500,2011,Tianhe-1A Hunan Solution,53248,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,Research,28672,1342750.72,2200000,0,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
302,329,399360,600,665.6,Derived,2016,,16000,"Lenovo x3650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Internet Company,Lenovo,China,Industry,0,665600,2262720,0,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
303,274,445286,669,665.5994021,Derived,2016,,17840,"Lenovo x3650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Financial Institution (B),Lenovo,China,Industry,0,742144,2389248,0,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
304,359,365414,549,665.5992714,Derived,2016,,14640,"Lenovo x3650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Financial Services Company (G),Lenovo,China,Industry,0,609024,2164416,0,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
305,158,658700,990,665.35,Top500,2015,,52800,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,1056000,2916000,0,Cluster,Intel Xeon E5-2450v2 8C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
306,134,745100,1123.5,663.1953716,Derived,2013,Palmetto2,17372,"HP SL250s Gen8/Lenovo NX360M5, Dell C4130, Xeon E5-2665 8C 2.4GHz/E5-2670v2, Infiniband FDR, Nvidia K20m/K40/K20",Clemson University,Hewlett-Packard,United States,Academic,10296,1115614.4,1557248,0,Cluster,Xeon E5-2665 8C 2.4GHz,Intel SandyBridge,2400,Linux,Linux,NVIDIA Tesla K20m,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
307,231,492800,750,657.0666667,Derived,2015,Service Provider A1,28000,"Lenovo RD940, Xeon E7-4850V3 14C 2.2GHz, 10G Ethernet",Service Provider,Lenovo,China,Industry,0,985600,2529792,0,Cluster,Xeon E7-4850V3 14C 2.2GHz,Intel Haswell,2200,Linux,Linux,None,14,Intel Xeon E7 (Haswell-Ex),Lenovo RD940,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
308,25,3126240,4819.5,648.6647993,Derived,2015,Thunder,152692,"SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P",Air Force Research Laboratory,SGI,United States,Government,27056,5610481,5572800,0,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,NVIDIA Tesla K40/Intel Xeon Phi 7120P,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
