green500_rank,Rmax,total_power,Mflops/Watt,How?,Year,Computer,Total Cores,Name,Manufacturer,top500_rank,Site,Country,RPeak,Segment,Accelerator/Co-Processor Cores,Nmax,Architecture,Processor,Processor_Family,Proc_Frequency,OS,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
389,152200,912.8,166.739702,Derived,2010,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband",15648,MRI,Dell,307,University of Colorado,United States,175257.6,Academic,0,1757600,Cluster,Xeon X5660 6C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
390,160882.8,1014.3,158.6146111,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet",18032,,Hewlett-Packard,277,IT Services Provider ,Russia,317363,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Europe,Europe
391,219838,1449.12,151.7044827,Derived,2011,"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband",25448,RWTH Compute Cluster (RCC),Bull SA,185,Universitaet Aachen/RWTH,Germany,270538,Academic,0,2145920,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Bullx B500 Cluster,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
392,251800,1670.78,150.7080525,Derived,2011,"Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR",22656,Lonestar 4,Dell,153,Texas Advanced Computing Center/Univ. of Texas,United States,301777,Academic,0,2128224,Cluster,Xeon X5680 6C 3.330GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge M610 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
393,214200,1442.64,148.4777907,Derived,2010,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect",31104,Tup,Cray Inc.,188,INPE (National Institute for Space Research),Brazil,261273.6,Research,0,1491840,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,None,12,"Opteron 6100-series ""Magny-Cours""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,South America,Americas
394,148508.5,1039.2,142.9065627,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",13856,,Hewlett-Packard,319,Retail,United States,288205,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
395,157240,1104,142.4275362,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",14720,,Hewlett-Packard,289,IT Services Provider ,United States,306176,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
396,157240,1104,142.4275362,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",14720,,Hewlett-Packard,290,IT Services Provider ,United States,306176,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
397,123057,864,142.4270833,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",11520,,Hewlett-Packard,469,IT Services Provider ,United States,239616,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
398,123057,864,142.4270833,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",11520,,Hewlett-Packard,470,IT Services Provider ,United States,239616,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
399,161261,1134,142.2054674,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",15120,,Hewlett-Packard,274,IT Services Provider ,United States,314496,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
400,163667.3,1152,142.072309,Derived,2013,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",15360,,Hewlett-Packard,268,IT Provider (P),United States,319488,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
401,176420,1248,141.3621795,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16640,,Hewlett-Packard,245,IT Services Provider ,United States,346112,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
402,176420,1248,141.3621795,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16640,,Hewlett-Packard,246,IT Services Provider ,United States,346112,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
403,182746,1296,141.007716,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",17280,,Hewlett-Packard,235,Computacenter (UK) LTD,United Kingdom,359424,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
404,194669.8,1387.2,140.3329008,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",18496,,Hewlett-Packard,205,Web-Service Provider,United States,384716.8,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
405,266942,1910.1,139.7528925,Derived,2011,"Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090",25468,Zeus,Hewlett-Packard,145,Cyfronet,Poland,373889.6,Academic,3328,0,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390/BL2x220,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Eastern Europe,Europe
406,130486,945,138.0804233,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",12600,,Hewlett-Packard,409,Telecommunication Company,China,252000,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
407,131431,952.2,138.0287755,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",12696,,Hewlett-Packard,401,Logistic Services (E),United States,253920,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
408,153900,1125,136.8,Derived,2013,"Cluster Platform DL380e Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",15000,,Hewlett-Packard,300,Telecommunication Company,China,300000,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
409,243900,1814.4,134.4246032,Derived,2011,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband",24192,,Hewlett-Packard,161,Airbus,France,296110,Industry,0,0,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL260c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Western Europe,Europe
410,298713.4,2227.2,134.1205999,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",29696,,Hewlett-Packard,118,Banking (M),United States,617677,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
411,118071,888.6,132.8730587,Derived,2013,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet",11848,,Hewlett-Packard,498,Telecommunication Company,China,227482,Industry,0,0,Cluster,Xeon E5-2609  4C 2.400GHz,Intel SandyBridge,2400,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Cluster Platform DL388p,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
412,119426,898.8,132.8727192,Derived,2013,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet",11984,,Hewlett-Packard,491,Telecommunication Company,China,230093,Industry,0,0,Cluster,Xeon E5-2609  4C 2.400GHz,Intel SandyBridge,2400,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Cluster Platform DL388p,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
413,127081,959.4,132.4588284,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet",12792,,Hewlett-Packard,440,IT Services Provider (B),China,245606,Industry,0,0,Cluster,Xeon E5-2609  4C 2.400GHz,Intel SandyBridge,2400,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
414,127156.2,960,132.454375,Derived,2013,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet",12800,,Hewlett-Packard,439,Logistic Services,China,245760,Industry,0,0,Cluster,Xeon E5-2609  4C 2.400GHz,Intel SandyBridge,2400,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Cluster Platform DL388p,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
415,499226.1,3780,132.0703968,Derived,2013,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet",50400,,Hewlett-Packard,62,Energy Company (D),United States,1128960,Industry,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.800GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
416,138132.7,1047.6,131.8563383,Derived,2013,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet",13968,,Hewlett-Packard,369,IT Services Provider (B),China,268186,Industry,0,0,Cluster,Xeon E5-2609  4C 2.400GHz,Intel SandyBridge,2400,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Cluster Platform DL388p,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
417,322900,2456.4,131.4525322,Derived,2011,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR",27600,Zeus,SGI,104,NOAA Environmental Security Computer Center,United States,382648.32,Research,0,2322432,MPP,Xeon X5690 6C 3.470GHz,Intel Nehalem,3470,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),SGI ICE 8400EX,SGI ICE,Infiniband,Infiniband QDR,North America,Americas
418,419387,3244.8,129.2489522,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075",43264,,Hewlett-Packard,75,IT Service Provider,United States,1075350,Industry,10976,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2075,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
419,286239.7,2218.5,129.0239802,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",29580,,Hewlett-Packard,128,Logistic Services (E),United States,591600,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
420,119282,926.1,128.8003455,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",12348,,Hewlett-Packard,494,IT Service Provider (D),United States,246960,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
421,289800,2250,128.8,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",30000,,Hewlett-Packard,125,IT Service Provider (D),United States,600000,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
422,146601,1141.45,128.4340094,Submission,2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",26016,,IBM,326,Telecommunication Company,China,541133,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
423,146601,1141.45,128.4340094,Submission,2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",26016,,IBM,327,Telecommunication Company,China,541133,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
424,302600.1,2364.3,127.9871844,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",31524,,Hewlett-Packard,116,IT Service Provider,United States,630480,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
425,310171.2,2432.7,127.5008016,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",32436,,Hewlett-Packard,114,IT Service Provider (B),United States,648720,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
426,154346,1211.4,127.4112597,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",16152,,Hewlett-Packard,298,Telecommunication Company,China,323040,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
427,311558.6,2445.3,127.411197,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",32604,,Hewlett-Packard,113,IT Service Provider (D),United States,652080,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
428,120264,946.8,127.0215463,Derived,2013,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",12624,,Hewlett-Packard,481,Web Content Provider,United States,232282,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL160 Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
429,126446,998.1,126.6867047,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",13308,,Hewlett-Packard,443,Telecommunication Company,Japan,244867,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
430,152727.4,1219.5,125.2377204,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",16260,,Hewlett-Packard,304,Service Provider,"Korea, South",299184,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
431,129986.1,1046.67,124.1901459,Derived,2012,"Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR",13980,,Hewlett-Packard,417,Manufacturing Company,United States,171115,Industry,0,0,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL280c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
432,150289,1210.5,124.1544816,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",16140,,Hewlett-Packard,312,IT Services Provider ,United States,296976,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
433,120231,968.4,124.1542751,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",12912,,Hewlett-Packard,482,IT Services Provider ,United States,237581,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
434,171966,1385.1,124.1542127,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",18468,,Hewlett-Packard,254,IT Services Provider ,United States,339811,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
435,364462.6,2942.1,123.8783862,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",39228,,Hewlett-Packard,86,Service Provider,China,784560,Industry,0,0,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
436,197732.7,1611.9,122.6705751,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",21492,,Hewlett-Packard,203,IT Services Provider ,"Korea, South",395453,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
437,207271.6,1697.4,122.1112289,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",22632,,Hewlett-Packard,197,Service Provider,China,416429,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
438,227236,1879.2,120.9216688,Derived,2013,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",25056,,Hewlett-Packard,178,Telecommunication Company,Japan,461030,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL160 Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
439,234248,1944,120.4979424,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",25920,,Hewlett-Packard,171,Web-Service Provider,Hong Kong,476928,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
440,244182.9,2036.7,119.891442,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",27156,,Hewlett-Packard,160,Logistic Services,United States,499670,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
441,259298.7,2179.8,118.9552711,Derived,2013,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",29064,,Hewlett-Packard,149,IT Service Provider (B),United States,534778,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
442,131600,1139,115.5399473,Top500,2008,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband",18224,Juno,Cray Inc.,399,Lawrence Livermore National Laboratory,United States,162200,Research,0,1854663,Cluster,Opteron Quad Core 4C 2.200GHz,AMD x86_64,2200,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServer 1143H,Appro XtremeServer,Infiniband,Infiniband,North America,Americas
443,317781.9,2759.4,115.1634051,Derived,2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",36792,,Hewlett-Packard,109,IT Services Provider ,China,676973,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
444,461793,4032,114.531994,Derived,2012,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090",40320,,Hewlett-Packard,66,Geoscience (P),United States,1141459,Industry,23040,0,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
445,413500,3628.8,113.949515,Derived,2012,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",24192,HPCEE,SGI,78,DOE/National Energy Technology Laboratory,United States,503194,Research,0,2422554,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI Rackable C2112-4RP3,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas
446,199824,1802.4,110.8655126,Derived,2013,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",24032,,Hewlett-Packard,200,Web Content Provider,United States,403736,Industry,0,0,Cluster,Xeon E5-2450 8C 2.100GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
