"","exascalar","green500rank","top500rank","rmax","power","mflopswatt","computer"
"413",296,479,103,325138,4323.6,75.20075863,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"414",297,369,402,131386.28,707.25,185.7706327,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"415",298,436,203,197732.7,1611.9,122.6705751,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"416",299,341,488,119904,598.5,200.3408521,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"417",299,342,489,119904,598.5,200.3408521,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"418",300,370,432,128276,690.51,185.7699382,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"419",300,371,433,128276,690.51,185.7699382,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"420",301,381,388,133212,747.4,178.2338774,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"421",302,466,177,228828.7,2216.7,103.2294402,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"422",303,382,397,131927,740.2,178.231559,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.53 GHz, Gigabit Ethernet"
"423",304,463,180,226214.2,2187.9,103.3932995,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"424",304,372,455,125800,677.4,185.7100679,"Cray XE6 12-core 2.1 GHz"
"425",305,400,268,163667.3,1152,142.072309,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"426",306,461,183,222796,2150.4,103.6067708,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"427",307,399,274,161261,1134,142.2054674,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"428",308,379,459,125503,690.43,181.7751256,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"429",309,395,289,157240,1104,142.4275362,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"430",309,396,290,157240,1104,142.4275362,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"431",309,388,389,132800,786,168.956743,"Cluster Platform 3000 BL460c, Xeon X5365 4C 3.000GHz, Infiniband DDR"
"432",310,367,479,120432,648.28,185.7715802,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"433",310,368,483,120228.93,647.19,185.7706856,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"434",311,446,200,199824,1802.4,110.8655126,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"435",312,377,484,120094,660.67,181.7760758,"xSeries x3650M4 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"436",312,378,485,120094,660.67,181.7760758,"xSeries x3650M4 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"437",313,385,471,122711,698.1,175.7785418,"BladeCenter HS22 Cluster (WM), Xeon L5639 6C 2.130GHz, Infiniband"
"438",314,434,254,171966,1385.1,124.1542127,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"439",315,394,319,148508.5,1039.2,142.9065627,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"440",316,408,300,153900,1125,136.8,"Cluster Platform DL380e Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"441",317,464,199,200996,1944,103.3930041,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"442",317,460,201,197937,1882.8,105.1290631,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"443",318,453,228,186888,1726.8,108.2279361,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"444",319,426,298,154346,1211.4,127.4112597,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"445",320,430,304,152727.4,1219.5,125.2377204,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"446",321,467,231,186111,1836,101.3676471,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"447",322,457,244,176753.8,1661.4,106.3884676,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"448",322,422,326,146601,1141.45,128.4340094,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"449",322,423,327,146601,1141.45,128.4340094,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"450",323,452,251,172862,1597.2,108.2281493,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"451",323,432,312,150289,1210.5,124.1544816,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"452",324,456,253,172029.2,1612.8,106.6649306,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"453",325,416,369,138132.7,1047.6,131.8563383,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"454",326,407,401,131431,952.2,138.0287755,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"455",327,406,409,130486,945,138.0804233,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"456",328,455,262,166836.5,1559.7,106.9670449,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"457",329,397,469,123057,864,142.4270833,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"458",329,398,470,123057,864,142.4270833,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"459",330,414,439,127156.2,960,132.454375,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"460",330,413,440,127081,959.4,132.4588284,"Cluster Platform DL380p Gen8 , Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"461",331,451,301,153381,1417.2,108.2281964,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"462",332,458,305,152433,1432.8,106.388191,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"463",333,450,314,149745,1383.6,108.2285343,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"464",334,462,294,155534,1501.2,103.6064482,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"465",334,431,417,129986.1,1046.67,124.1901459,"Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR"
"466",335,429,443,126446,998.1,126.6867047,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"467",336,412,491,119426,898.8,132.8727192,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"468",337,411,498,118071,888.6,132.8730587,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"469",338,420,494,119282,926.1,128.8003455,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"470",339,428,481,120264,946.8,127.0215463,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"471",340,442,399,131600,1139,115.5399473,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband"
"472",341,433,482,120231,968.4,124.1542751,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"473",342,475,238,179634.4,2182.18,82.31878214,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband"
"474",343,459,404,131075,1246.8,105.1291306,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"475",344,447,486,119962,1094.4,109.6144006,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"476",345,449,478,120913,1117.2,108.2286072,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"477",346,480,261,167126,2222.4,75.20068395,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"478",347,465,499,117992,1141.2,103.3929197,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"479",348,471,495,119278,1216.8,98.02596976,"Cluster Platform SL230s Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet"
"480",349,473,487,119930,1324.8,90.52687198,"Cluster Platform 3000 BL460c/BL 2x220/SL390, Xeon E5450/5365/X5675 4C 3.000GHz, Infiniband DDR, NVIDIA 2090"
"481",350,497,187,215665.1,4458,48.37709735,"HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet"
"482",351,482,356,140779.3,1969.2,71.49060532,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"483",352,474,497,118091.7,1432.8,82.42022613,"Cluster Platform 4000 BL465c, Opteron 6134 8C 2.30GHz, Gigabit Ethernet"
"484",353,483,382,134280.8,1878.3,71.49060321,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"485",354,481,386,133637.4,1869.3,71.49061146,"Cluster Platform BL460c/280c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet"
"486",355,484,429,128683,1800,71.49055556,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"487",355,485,430,128683,1800,71.49055556,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"488",356,491,282,159308,2899,54.95274232,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"489",357,493,284,158253,2880,54.94895833,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"490",358,486,500,117831.3,1665.9,70.73131641,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"491",359,490,318,148650.6,2688,55.3015625,"Cluster Platform 4000 BL685c, Opteron 6274 16C 2.200GHz, Gigabit Ethernet"
"492",360,489,368,138358.5,2340,59.1275641,"Cluster Platform 4000 BL465c, Opteron 6174 12C 2.200GHz, Gigabit Ethernet"
"493",361,487,475,121794.2,1888.2,64.50280691,"Cluster Platform 4000 BL685c G7, Opteron 6234  12C 2.400GHz, Gigabit Ethernet"
"494",362,488,437,127902.6,2146.5,59.58658281,"Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet"
"495",363,492,434,128119,2331.6,54.94896209,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"496",364,494,438,127591,2322,54.94875108,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"497",365,495,496,118689,2160,54.94861111,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"498",366,496,472,122400,2400,51,"SX-9/E/1280M160"
"499",367,499,351,141415.9,3340.8,42.32995091,"Cluster Platform SL165z G7, Opteron 6172 12C 2.100GHz, Gigabit Ethernet"
"500",368,500,266,165600,4812.42,34.41096164,"Cray XT5 QC 2.4 GHz"
